user_id,username,age,user_level,log_date,habit_category,difficulty,completed,streak_length,xp_earned,has_accountability,self_rating,notes,day_of_week,day_name,month,is_weekend,xp_efficiency,streak_tier,rolling_completion_7d,week_num
USR_00002,user_riley4022,30.0,49,2023-10-27,social,medium,1,14.0,0.0,1.0,2.0,felt great,4,Friday,10,0,0.0,monthly,0.8571428571428571,43
USR_00002,user_riley4022,30.0,49,2023-12-24,fitness,medium,1,22.0,18.9,1.0,9.0,,6,Sunday,12,1,0.945,monthly,0.8571428571428571,51
USR_00003,user_casey2296,30.0,19,2022-11-09,fitness,medium,1,2.0,16.95,1.0,5.0,skipped yesterday,2,Wednesday,11,0,0.8474999999999999,weekly,1.0,45
USR_00003,user_casey2296,30.0,19,2022-11-19,work,medium,1,12.0,21.22,0.0,6.0,,5,Saturday,11,1,1.0,monthly,1.0,46
USR_00003,user_casey2296,30.0,19,2022-12-03,reading,medium,0,6.0,0.0,1.0,6.0,,5,Saturday,12,1,0.0,weekly,0.6666666666666666,48
USR_00003,user_casey2296,30.0,19,2023-01-26,reading,medium,0,8.0,0.0,0.0,8.0,,3,Thursday,1,0,0.0,monthly,0.5,4
USR_00003,user_casey2296,30.0,19,2023-01-28,fitness,medium,1,8.0,20.33,1.0,10.0,felt great,5,Saturday,1,1,1.0,monthly,0.6,4
USR_00003,user_casey2296,30.0,19,2023-03-03,sleep,medium,1,11.0,22.29,1.0,5.0,,4,Friday,3,0,1.0,monthly,0.6666666666666666,9
USR_00003,user_casey2296,30.0,19,2023-03-03,study,medium,0,8.0,0.0,1.0,2.0,,4,Friday,3,0,0.0,monthly,0.5714285714285714,9
USR_00003,user_casey2296,30.0,19,2023-03-21,social,medium,1,4.0,23.91,0.0,8.0,,1,Tuesday,3,0,1.0,weekly,0.5714285714285714,12
USR_00003,user_casey2296,30.0,19,2023-04-26,work,medium,1,8.0,19.34,1.0,1.0,felt great,2,Wednesday,4,0,0.967,monthly,0.5714285714285714,17
USR_00003,user_casey2296,30.0,19,2023-04-28,fitness,medium,1,13.0,15.14,0.0,8.0,,4,Friday,4,0,0.757,monthly,0.7142857142857143,17
USR_00003,user_casey2296,30.0,19,2023-05-01,study,easy,0,2.0,0.0,1.0,1.0,,0,Monday,5,0,0.0,weekly,0.7142857142857143,18
USR_00003,user_casey2296,30.0,19,2023-05-09,fitness,easy,1,8.0,8.84,0.0,8.0,,1,Tuesday,5,0,0.884,monthly,0.7142857142857143,19
USR_00003,user_casey2296,30.0,19,2023-06-16,social,medium,1,83.0,38.23,1.0,5.0,struggled today,4,Friday,6,0,1.0,quarterly,0.7142857142857143,24
USR_00003,user_casey2296,30.0,19,2023-06-17,fitness,medium,1,12.0,0.0,1.0,6.0,,5,Saturday,6,1,0.0,monthly,0.8571428571428571,24
USR_00003,user_casey2296,30.0,19,2023-06-19,nutrition,easy,1,1.0,12.9,0.0,9.0,,0,Monday,6,0,1.0,weekly,0.8571428571428571,25
USR_00003,user_casey2296,30.0,19,2023-07-09,work,medium,1,24.0,20.0,0.0,6.0,skipped yesterday,6,Sunday,7,1,1.0,monthly,0.8571428571428571,27
USR_00003,user_casey2296,30.0,19,2023-07-10,work,hard,1,3.0,40.72,0.0,4.0,felt great,0,Monday,7,0,1.0,weekly,0.8571428571428571,28
USR_00003,user_casey2296,30.0,19,2023-08-19,work,easy,1,11.0,15.24,0.0,6.0,easy win,5,Saturday,8,1,1.0,monthly,1.0,33
USR_00003,user_casey2296,30.0,19,2023-10-18,work,medium,0,4.0,0.0,0.0,1.0,,2,Wednesday,10,0,0.0,weekly,0.8571428571428571,42
USR_00003,user_casey2296,30.0,19,2023-11-14,work,hard,0,4.0,0.0,0.0,2.0,skipped yesterday,1,Tuesday,11,0,0.0,weekly,0.7142857142857143,46
USR_00004,user_sam8945,16.0,36,2022-04-12,nutrition,easy,1,9.0,1.84,0.0,6.0,felt great,1,Tuesday,4,0,0.184,monthly,1.0,15
USR_00004,user_sam8945,16.0,36,2022-05-11,social,easy,1,3.0,13.77,0.0,3.0,skipped yesterday,2,Wednesday,5,0,1.0,weekly,1.0,19
USR_00004,user_sam8945,16.0,36,2022-06-25,nutrition,trivial,1,4.0,1.29,0.0,4.0,skipped yesterday,5,Saturday,6,1,0.258,weekly,1.0,25
USR_00004,user_sam8945,16.0,36,2022-07-24,fitness,medium,0,6.0,0.0,1.0,5.0,easy win,6,Sunday,7,1,0.0,weekly,0.75,29
USR_00004,user_sam8945,16.0,36,2022-08-23,fitness,easy,1,2.0,0.0,1.0,7.0,,1,Tuesday,8,0,0.0,weekly,0.8,34
USR_00004,user_sam8945,16.0,36,2022-09-07,reading,hard,0,1.0,0.0,0.0,1.0,,2,Wednesday,9,0,0.0,weekly,0.6666666666666666,36
USR_00004,user_sam8945,16.0,36,2022-10-25,sleep,medium,1,4.0,20.99,0.0,5.0,felt great,1,Tuesday,10,0,1.0,weekly,0.7142857142857143,43
USR_00004,user_sam8945,16.0,36,2022-11-01,reading,medium,1,4.0,20.06,0.0,8.0,,1,Tuesday,11,0,1.0,weekly,0.7142857142857143,44
USR_00004,user_sam8945,16.0,36,2022-11-29,sleep,easy,1,3.0,8.77,1.0,4.0,easy win,1,Tuesday,11,0,0.877,weekly,0.7142857142857143,48
USR_00004,user_sam8945,16.0,36,2022-12-08,social,medium,1,11.0,19.95,1.0,7.0,struggled today,3,Thursday,12,0,0.9974999999999999,monthly,0.7142857142857143,49
USR_00004,user_sam8945,16.0,36,2022-12-23,nutrition,easy,1,4.0,16.03,0.0,6.0,,4,Friday,12,0,1.0,weekly,0.8571428571428571,51
USR_00004,user_sam8945,16.0,36,2023-01-08,sleep,medium,0,15.0,0.0,0.0,1.0,new record!,6,Sunday,1,1,0.0,monthly,0.7142857142857143,1
USR_00004,user_sam8945,16.0,36,2023-01-25,reading,hard,1,16.0,44.61,0.0,9.0,,2,Wednesday,1,0,1.0,monthly,0.8571428571428571,4
USR_00004,user_sam8945,16.0,36,2023-02-03,reading,trivial,0,10.0,0.0,0.0,6.0,,4,Friday,2,0,0.0,monthly,0.7142857142857143,5
USR_00004,user_sam8945,16.0,36,2023-02-20,reading,trivial,1,1.0,7.85,1.0,10.0,,0,Monday,2,0,1.0,weekly,0.7142857142857143,8
USR_00004,user_sam8945,16.0,36,2023-02-25,social,easy,0,7.0,0.0,1.0,7.0,,5,Saturday,2,1,0.0,weekly,0.5714285714285714,8
USR_00004,user_sam8945,16.0,36,2023-03-13,social,medium,0,9.0,0.0,0.0,7.0,struggled today,0,Monday,3,0,0.0,monthly,0.42857142857142855,11
USR_00004,user_sam8945,16.0,36,2023-03-23,fitness,easy,1,13.0,11.49,0.0,3.0,,3,Thursday,3,0,1.0,monthly,0.42857142857142855,12
USR_00004,user_sam8945,16.0,36,2023-05-22,work,medium,1,25.0,18.22,0.0,9.0,,0,Monday,5,0,0.9109999999999999,monthly,0.5714285714285714,21
USR_00004,user_sam8945,16.0,36,2023-07-17,fitness,easy,1,3.0,10.97,1.0,5.0,felt great,0,Monday,7,0,1.0,weekly,0.5714285714285714,29
USR_00004,user_sam8945,16.0,36,2023-07-30,fitness,medium,0,2.0,0.0,1.0,1.0,,6,Sunday,7,1,0.0,weekly,0.5714285714285714,30
USR_00004,user_sam8945,16.0,36,2023-09-25,social,medium,1,29.0,24.33,0.0,5.0,,0,Monday,9,0,1.0,monthly,0.5714285714285714,39
USR_00004,user_sam8945,16.0,36,2023-09-28,social,easy,1,35.0,11.68,0.0,9.0,,3,Thursday,9,0,1.0,quarterly,0.7142857142857143,39
USR_00004,user_sam8945,16.0,36,2023-11-03,reading,medium,1,9.0,22.95,1.0,7.0,skipped yesterday,4,Friday,11,0,1.0,monthly,0.8571428571428571,44
USR_00004,user_sam8945,16.0,36,2023-11-06,reading,trivial,1,13.0,5.19,0.0,10.0,,0,Monday,11,0,1.0,monthly,0.8571428571428571,45
USR_00004,user_sam8945,16.0,36,2023-12-06,sleep,hard,0,21.0,0.0,1.0,4.0,,2,Wednesday,12,0,0.0,monthly,0.7142857142857143,49
USR_00004,user_sam8945,16.0,36,2023-12-14,study,trivial,1,25.0,8.63,0.0,6.0,,3,Thursday,12,0,1.0,monthly,0.7142857142857143,50
USR_00004,user_sam8945,16.0,36,2023-12-31,fitness,easy,1,16.0,4.73,0.0,7.0,,6,Sunday,12,1,0.47300000000000003,monthly,0.8571428571428571,52
USR_00005,user_sam9684,34.0,32,2021-05-03,reading,medium,1,80.0,18.46,0.0,5.0,easy win,0,Monday,5,0,0.923,quarterly,1.0,18
USR_00005,user_sam9684,34.0,32,2021-08-02,social,medium,1,109.0,12.54,0.0,8.0,struggled today,0,Monday,8,0,0.627,annual,1.0,31
USR_00005,user_sam9684,34.0,32,2021-08-09,nutrition,easy,1,21.0,10.45,0.0,1.0,,0,Monday,8,0,1.0,monthly,1.0,32
USR_00005,user_sam9684,34.0,32,2021-10-26,study,medium,1,13.0,19.16,0.0,6.0,new record!,1,Tuesday,10,0,0.958,monthly,1.0,43
USR_00005,user_sam9684,34.0,32,2021-11-07,nutrition,medium,1,35.0,20.93,0.0,3.0,,6,Sunday,11,1,1.0,quarterly,1.0,44
USR_00005,user_sam9684,34.0,32,2021-11-09,meditation,hard,1,5.0,0.0,0.0,7.0,,1,Tuesday,11,0,0.0,weekly,1.0,45
USR_00005,user_sam9684,34.0,32,2021-12-07,sleep,hard,0,11.0,0.0,1.0,3.0,skipped yesterday,1,Tuesday,12,0,0.0,monthly,0.8571428571428571,49
USR_00005,user_sam9684,34.0,32,2022-03-05,study,medium,1,39.0,23.3,1.0,4.0,skipped yesterday,5,Saturday,3,1,1.0,quarterly,0.8571428571428571,9
USR_00005,user_sam9684,34.0,32,2022-06-08,social,medium,1,140.0,19.95,0.0,5.0,,2,Wednesday,6,0,0.9974999999999999,annual,0.8571428571428571,23
USR_00005,user_sam9684,34.0,32,2022-08-31,social,trivial,1,23.0,0.0,0.0,3.0,,2,Wednesday,8,0,0.0,monthly,0.8571428571428571,35
USR_00005,user_sam9684,34.0,32,2022-10-08,meditation,medium,1,12.0,24.97,1.0,9.0,,5,Saturday,10,1,1.0,monthly,0.8571428571428571,40
USR_00005,user_sam9684,34.0,32,2022-12-16,study,hard,1,15.0,40.5,0.0,1.0,,4,Friday,12,0,1.0,monthly,0.8571428571428571,50
USR_00005,user_sam9684,34.0,32,2022-12-23,study,easy,1,16.0,7.81,0.0,2.0,struggled today,4,Friday,12,0,0.7809999999999999,monthly,0.8571428571428571,51
USR_00005,user_sam9684,34.0,32,2023-03-31,nutrition,medium,1,68.0,20.56,1.0,1.0,felt great,4,Friday,3,0,1.0,quarterly,1.0,13
USR_00005,user_sam9684,34.0,32,2023-04-23,fitness,trivial,1,63.0,9.53,0.0,7.0,,6,Sunday,4,1,1.0,quarterly,1.0,16
USR_00005,user_sam9684,34.0,32,2023-06-13,study,medium,1,82.0,16.49,0.0,8.0,,1,Tuesday,6,0,0.8244999999999999,quarterly,1.0,24
USR_00005,user_sam9684,34.0,32,2023-12-28,fitness,medium,1,34.0,22.65,0.0,5.0,,3,Thursday,12,0,1.0,quarterly,1.0,52
USR_00006,user_taylor530,27.0,7,2023-01-18,study,medium,1,51.0,20.95,0.0,6.0,,2,Wednesday,1,0,1.0,quarterly,1.0,3
USR_00006,user_taylor530,27.0,7,2023-02-17,reading,trivial,1,55.0,8.75,0.0,6.0,easy win,4,Friday,2,0,1.0,quarterly,1.0,7
USR_00006,user_taylor530,27.0,7,2023-03-09,work,easy,1,34.0,11.15,1.0,6.0,new record!,3,Thursday,3,0,1.0,quarterly,1.0,10
USR_00006,user_taylor530,27.0,7,2023-03-22,nutrition,hard,1,114.0,42.4,0.0,6.0,,2,Wednesday,3,0,1.0,annual,1.0,12
USR_00006,user_taylor530,27.0,7,2023-03-29,reading,medium,1,37.0,20.63,0.0,5.0,,2,Wednesday,3,0,1.0,quarterly,1.0,13
USR_00006,user_taylor530,27.0,7,2023-04-05,study,easy,1,25.0,7.8,0.0,2.0,,2,Wednesday,4,0,0.78,monthly,1.0,14
USR_00006,user_taylor530,27.0,7,2023-04-11,work,medium,1,65.0,20.59,1.0,1.0,,1,Tuesday,4,0,1.0,quarterly,1.0,15
USR_00006,user_taylor530,27.0,7,2023-04-18,reading,easy,1,6.0,11.4,0.0,1.0,,1,Tuesday,4,0,1.0,weekly,1.0,16
USR_00006,user_taylor530,27.0,7,2023-06-29,meditation,trivial,1,11.0,8.24,0.0,2.0,,3,Thursday,6,0,1.0,monthly,1.0,26
USR_00006,user_taylor530,27.0,7,2023-08-08,nutrition,medium,1,32.0,15.71,1.0,8.0,new record!,1,Tuesday,8,0,0.7855000000000001,quarterly,1.0,32
USR_00006,user_taylor530,27.0,7,2023-08-31,sleep,easy,1,20.0,0.0,1.0,9.0,,3,Thursday,8,0,0.0,monthly,1.0,35
USR_00006,user_taylor530,27.0,7,2023-09-20,social,trivial,1,4.0,6.68,0.0,5.0,struggled today,2,Wednesday,9,0,1.0,weekly,1.0,38
USR_00006,user_taylor530,27.0,7,2023-09-20,study,medium,1,61.0,20.35,1.0,8.0,,2,Wednesday,9,0,1.0,quarterly,1.0,38
USR_00006,user_taylor530,27.0,7,2023-09-25,fitness,hard,1,16.0,38.21,0.0,2.0,struggled today,0,Monday,9,0,0.95525,monthly,1.0,39
USR_00006,user_taylor530,27.0,7,2023-10-31,meditation,medium,1,13.0,17.2,0.0,5.0,,1,Tuesday,10,0,0.86,monthly,1.0,44
USR_00007,user_alex1545,23.0,28,2022-06-21,nutrition,easy,1,11.0,12.69,1.0,9.0,,1,Tuesday,6,0,1.0,monthly,1.0,25
USR_00007,user_alex1545,23.0,28,2022-07-06,nutrition,hard,1,14.0,35.75,1.0,3.0,,2,Wednesday,7,0,0.89375,monthly,1.0,27
USR_00007,user_alex1545,23.0,28,2022-08-09,meditation,medium,1,3.0,25.42,0.0,1.0,skipped yesterday,1,Tuesday,8,0,1.0,weekly,1.0,32
USR_00007,user_alex1545,23.0,28,2022-08-27,work,medium,0,25.0,0.0,0.0,10.0,,5,Saturday,8,1,0.0,monthly,0.75,34
USR_00007,user_alex1545,23.0,28,2022-11-10,nutrition,medium,1,22.0,23.6,1.0,3.0,,3,Thursday,11,0,1.0,monthly,0.8,45
USR_00007,user_alex1545,23.0,28,2023-04-19,fitness,medium,1,25.0,20.39,0.0,4.0,,2,Wednesday,4,0,1.0,monthly,0.8333333333333334,16
USR_00007,user_alex1545,23.0,28,2023-05-19,meditation,hard,1,4.0,39.95,0.0,2.0,,4,Friday,5,0,0.99875,weekly,0.8571428571428571,20
USR_00007,user_alex1545,23.0,28,2023-08-03,reading,hard,1,122.0,39.16,0.0,4.0,,3,Thursday,8,0,0.9789999999999999,annual,0.8571428571428571,31
USR_00007,user_alex1545,23.0,28,2023-08-18,work,hard,1,81.0,37.47,0.0,5.0,,4,Friday,8,0,0.93675,quarterly,0.8571428571428571,33
USR_00007,user_alex1545,23.0,28,2023-08-30,nutrition,easy,1,4.0,12.26,0.0,3.0,struggled today,2,Wednesday,8,0,1.0,weekly,0.8571428571428571,35
USR_00007,user_alex1545,23.0,28,2023-09-17,nutrition,easy,1,53.0,11.7,1.0,4.0,,6,Sunday,9,1,1.0,quarterly,1.0,37
USR_00007,user_alex1545,23.0,28,2023-09-18,sleep,medium,0,29.0,0.0,0.0,8.0,easy win,0,Monday,9,0,0.0,monthly,0.8571428571428571,38
USR_00007,user_alex1545,23.0,28,2023-09-26,study,easy,1,38.0,9.5,0.0,1.0,,1,Tuesday,9,0,0.95,quarterly,0.8571428571428571,39
USR_00007,user_alex1545,23.0,28,2023-10-19,social,medium,1,13.0,20.54,1.0,10.0,,3,Thursday,10,0,1.0,monthly,0.8571428571428571,42
USR_00007,user_alex1545,23.0,28,2023-11-03,study,medium,1,26.0,22.83,0.0,3.0,,4,Friday,11,0,1.0,monthly,0.8571428571428571,44
USR_00007,user_alex1545,23.0,28,2023-12-07,study,easy,1,4.0,10.36,1.0,6.0,,3,Thursday,12,0,1.0,weekly,0.8571428571428571,49
USR_00007,user_alex1545,23.0,28,2023-12-21,social,medium,1,3.0,24.24,0.0,5.0,,3,Thursday,12,0,1.0,weekly,0.8571428571428571,51
USR_00008,user_casey3821,27.0,39,2021-06-15,study,easy,1,127.0,15.46,1.0,10.0,,1,Tuesday,6,0,1.0,annual,1.0,24
USR_00008,user_casey3821,27.0,39,2021-10-05,social,medium,1,35.0,20.13,0.0,8.0,,1,Tuesday,10,0,1.0,quarterly,1.0,40
USR_00008,user_casey3821,27.0,39,2021-10-24,social,medium,1,116.0,22.27,0.0,4.0,,6,Sunday,10,1,1.0,annual,1.0,42
USR_00008,user_casey3821,27.0,39,2021-12-08,reading,easy,1,100.0,7.86,0.0,10.0,felt great,2,Wednesday,12,0,0.786,annual,1.0,49
USR_00008,user_casey3821,27.0,39,2022-01-08,meditation,trivial,1,22.0,5.6,0.0,8.0,,5,Saturday,1,1,1.0,monthly,1.0,1
USR_00008,user_casey3821,27.0,39,2022-01-08,sleep,medium,1,26.0,9.06,1.0,5.0,struggled today,5,Saturday,1,1,0.453,monthly,1.0,1
USR_00008,user_casey3821,27.0,39,2022-03-09,reading,hard,1,11.0,41.4,1.0,8.0,,2,Wednesday,3,0,1.0,monthly,1.0,10
USR_00008,user_casey3821,27.0,39,2022-04-14,study,medium,0,8.0,0.0,1.0,8.0,,3,Thursday,4,0,0.0,monthly,0.8571428571428571,15
USR_00008,user_casey3821,27.0,39,2022-08-05,study,hard,1,27.0,44.11,1.0,8.0,,4,Friday,8,0,1.0,monthly,0.8571428571428571,31
USR_00008,user_casey3821,27.0,39,2022-09-30,work,medium,1,15.0,5.0,1.0,5.0,,4,Friday,9,0,0.25,monthly,0.8571428571428571,39
USR_00008,user_casey3821,27.0,39,2022-10-27,sleep,medium,1,11.0,19.24,0.0,5.0,,3,Thursday,10,0,0.962,monthly,0.8571428571428571,43
USR_00008,user_casey3821,27.0,39,2022-11-17,sleep,hard,1,47.0,40.93,1.0,2.0,,3,Thursday,11,0,1.0,quarterly,0.8571428571428571,46
USR_00008,user_casey3821,27.0,39,2023-01-04,nutrition,medium,1,49.0,20.47,1.0,8.0,,2,Wednesday,1,0,1.0,quarterly,0.8571428571428571,1
USR_00008,user_casey3821,27.0,39,2023-04-28,reading,easy,1,202.0,9.16,0.0,5.0,,4,Friday,4,0,0.916,annual,0.8571428571428571,17
USR_00008,user_casey3821,27.0,39,2023-08-26,social,medium,1,180.0,23.5,0.0,10.0,struggled today,5,Saturday,8,1,1.0,annual,1.0,34
USR_00008,user_casey3821,27.0,39,2023-09-06,reading,medium,1,157.0,17.79,0.0,5.0,,2,Wednesday,9,0,0.8895,annual,1.0,36
USR_00008,user_casey3821,27.0,39,2023-10-13,sleep,trivial,1,98.0,0.0,0.0,6.0,,4,Friday,10,0,0.0,annual,1.0,41
USR_00008,user_casey3821,27.0,39,2023-11-21,nutrition,easy,1,17.0,10.92,1.0,2.0,,1,Tuesday,11,0,1.0,monthly,1.0,47
USR_00009,user_blake9873,13.0,5,2021-10-01,meditation,trivial,1,20.0,8.55,0.0,6.0,new record!,4,Friday,10,0,1.0,monthly,1.0,39
USR_00009,user_blake9873,13.0,5,2021-10-24,nutrition,easy,0,6.0,0.0,0.0,6.0,,6,Sunday,10,1,0.0,weekly,0.5,42
USR_00009,user_blake9873,13.0,5,2021-11-22,meditation,medium,0,6.0,0.0,1.0,4.0,,0,Monday,11,0,0.0,weekly,0.3333333333333333,47
USR_00009,user_blake9873,13.0,5,2021-11-28,reading,hard,1,23.0,40.52,1.0,3.0,,6,Sunday,11,1,1.0,monthly,0.5,47
USR_00009,user_blake9873,13.0,5,2022-02-25,reading,hard,0,16.0,0.0,1.0,3.0,,4,Friday,2,0,0.0,monthly,0.4,8
USR_00009,user_blake9873,13.0,5,2022-04-25,work,medium,0,2.0,0.0,1.0,5.0,new record!,0,Monday,4,0,0.0,weekly,0.3333333333333333,17
USR_00009,user_blake9873,13.0,5,2022-07-18,nutrition,hard,1,1.0,40.21,0.0,7.0,skipped yesterday,0,Monday,7,0,1.0,weekly,0.42857142857142855,29
USR_00009,user_blake9873,13.0,5,2022-09-18,work,medium,1,17.0,17.82,0.0,5.0,,6,Sunday,9,1,0.891,monthly,0.42857142857142855,37
USR_00009,user_blake9873,13.0,5,2023-01-10,work,medium,0,5.0,0.0,1.0,1.0,skipped yesterday,1,Tuesday,1,0,0.0,weekly,0.42857142857142855,2
USR_00009,user_blake9873,13.0,5,2023-02-20,fitness,medium,0,3.0,0.0,0.0,7.0,,0,Monday,2,0,0.0,weekly,0.42857142857142855,8
USR_00009,user_blake9873,13.0,5,2023-02-21,reading,trivial,1,9.0,0.0,0.0,4.0,,1,Tuesday,2,0,0.0,monthly,0.42857142857142855,8
USR_00009,user_blake9873,13.0,5,2023-06-16,social,hard,1,6.0,35.04,0.0,2.0,,4,Friday,6,0,0.876,weekly,0.5714285714285714,24
USR_00009,user_blake9873,13.0,5,2023-06-18,reading,easy,0,18.0,0.0,0.0,10.0,,6,Sunday,6,1,0.0,monthly,0.5714285714285714,24
USR_00009,user_blake9873,13.0,5,2023-09-10,meditation,hard,1,17.0,45.64,0.0,5.0,,6,Sunday,9,1,1.0,monthly,0.5714285714285714,36
USR_00009,user_blake9873,13.0,5,2023-10-15,study,medium,1,11.0,20.18,1.0,2.0,,6,Sunday,10,1,1.0,monthly,0.5714285714285714,41
USR_00010,user_alex9205,28.0,23,2023-04-10,sleep,easy,0,15.0,0.0,0.0,3.0,,0,Monday,4,0,0.0,monthly,0.0,15
USR_00010,user_alex9205,28.0,23,2023-04-29,fitness,medium,1,13.0,19.85,0.0,5.0,skipped yesterday,5,Saturday,4,1,0.9925,monthly,0.5,17
USR_00010,user_alex9205,28.0,23,2023-05-12,work,medium,1,9.0,22.59,0.0,5.0,,4,Friday,5,0,1.0,monthly,0.6666666666666666,19
USR_00010,user_alex9205,28.0,23,2023-05-24,sleep,medium,1,15.0,15.62,0.0,2.0,,2,Wednesday,5,0,0.7809999999999999,monthly,0.75,21
USR_00010,user_alex9205,28.0,23,2023-06-19,study,medium,1,10.0,20.59,0.0,5.0,easy win,0,Monday,6,0,1.0,monthly,0.8,25
