user_id,week_num,weekly_completions,weekly_completion_rate,avg_streak,max_streak,total_xp,avg_xp_efficiency,avg_self_rating,habit_diversity,weekend_habits,has_accountability_rate,habits_logged,student_id,weekly_avg_focus,weekly_avg_sleep,weekly_avg_stress,weekly_avg_mood,weekly_burnout,weekly_goal_rate,days_logged,burnout_trend,age,user_level
USR_00033,2,1,1.0,84.0,84.0,12.16,1.0,4.0,1,1,0.0,1,STU_0274,50.557142857142864,6.0807142857142855,4.7,3.8285714285714287,0.31314285714285717,0.471413646342057,7,-0.0015714285714285015,28.0,21
USR_00033,5,1,1.0,1.0,1.0,19.3,0.9650000000000001,5.0,1,1,1.0,1,STU_0274,44.885714285714286,6.742857142857143,5.114285714285714,3.3357142857142854,0.30514285714285716,0.44692789295143537,7,0.02242857142857141,28.0,21
USR_00033,9,1,1.0,3.0,3.0,10.88,0.544,8.0,1,0,0.0,1,STU_0274,61.51428571428572,5.829285714285715,4.8428571428571425,3.585714285714286,0.3577142857142857,0.46348535519390965,7,-0.09485714285714286,28.0,21
USR_00033,15,1,1.0,79.0,79.0,19.22,0.961,4.0,1,0,0.0,1,STU_0274,69.22857142857143,4.6499999999999995,7.542857142857143,2.6285714285714286,0.5385714285714286,0.4466457704702861,7,0.06514285714285717,28.0,21
USR_00044,8,1,1.0,68.0,68.0,14.07,1.0,6.0,1,0,0.0,1,STU_0407,31.87142857142857,5.098571428571428,9.442857142857141,1.0,0.5374285714285715,0.32361856709212217,7,-0.01557142857142857,21.0,63
USR_00044,11,0,0.0,14.0,14.0,0.0,0.0,9.0,1,0,1.0,1,STU_0407,94.88571428571429,5.6085714285714285,7.242857142857143,1.2142857142857142,0.4174285714285714,0.4185654994210467,7,0.04571428571428571,21.0,63
USR_00044,14,1,1.0,365.0,365.0,16.63,0.8314999999999999,5.0,1,0,0.0,1,STU_0407,30.3,4.711428571428571,9.4,1.0,0.5457142857142857,0.37769930785391337,7,0.1707142857142857,21.0,63
USR_00045,5,0,0.0,1.0,1.0,0.0,0.0,4.0,1,0,1.0,1,STU_0281,40.98571428571428,6.3428571428571425,4.0285714285714285,4.042857142857143,0.26185714285714284,0.45686936161550845,7,-0.026857142857142857,25.0,2
USR_00045,15,0,0.0,13.0,13.0,0.0,0.0,4.0,1,0,1.0,1,STU_0281,64.42857142857143,4.4799999999999995,7.235714285714286,3.3285714285714287,0.506,0.42833195425632814,7,0.0124285714285714,25.0,2
USR_00046,2,0,0.0,11.0,11.0,0.0,0.0,9.0,1,0,1.0,1,STU_0324,88.62857142857142,7.184285714285714,3.7714285714285714,5.121428571428572,0.2817142857142857,0.5683068098212776,7,0.06799999999999998,15.0,1
USR_00046,8,1,1.0,21.0,21.0,40.62,1.0,1.0,1,0,0.0,1,STU_0324,101.61428571428571,5.905714285714285,4.6571428571428575,4.885714285714286,0.3945714285714286,0.532297066592231,7,-0.06514285714285711,15.0,1
USR_00046,15,1,1.0,15.0,15.0,18.36,0.9179999999999999,8.0,1,1,0.0,1,STU_0324,81.54285714285713,5.128571428571428,5.7,4.557142857142857,0.43157142857142855,0.5775733860449405,7,-0.029000000000000026,15.0,1
USR_00052,2,1,1.0,5.0,5.0,41.8,1.0,4.0,1,1,0.0,1,STU_0317,48.72857142857142,6.838571428571429,4.871428571428572,3.3714285714285714,0.25257142857142856,0.5041317856528746,7,-0.06485714285714289,27.0,30
USR_00052,5,1,1.0,3.0,3.0,19.85,0.9925,1.0,1,0,1.0,1,STU_0317,52.4,6.328571428571428,5.371428571428572,4.171428571428572,0.33342857142857146,0.45590836677363605,7,0.07800000000000001,27.0,30
USR_00052,7,1,1.0,7.0,7.0,8.87,0.8869999999999999,5.0,1,0,0.0,1,STU_0317,67.41428571428571,4.571428571428571,7.814285714285715,3.042857142857143,0.5327142857142857,0.4522402750501118,7,0.186,27.0,30
USR_00052,8,1,1.0,48.0,48.0,24.49,1.0,6.0,1,0,1.0,1,STU_0317,59.58571428571429,5.442857142857143,9.157142857142857,2.8857142857142857,0.5568571428571428,0.36429291824005094,7,0.024142857142857133,27.0,30
USR_00052,11,0,0.0,15.0,15.0,0.0,0.0,10.0,1,0,0.0,1,STU_0317,55.57142857142857,6.277142857142857,4.6571428571428575,3.914285714285714,0.32285714285714284,0.4824405273546718,7,-0.03142857142857142,27.0,30
USR_00052,17,1,0.5,7.5,8.0,4.74,0.23700000000000002,7.0,1,1,0.5,2,STU_0317,56.44285714285714,6.055714285714286,4.828571428571428,3.8285714285714287,0.34014285714285714,0.56325725601685,7,-0.12428571428571433,27.0,30
USR_00053,9,2,1.0,23.0,29.0,28.98,1.0,4.0,2,0,0.5,2,STU_0479,27.02857142857143,5.491428571428571,6.371428571428572,1.2857142857142858,0.39685714285714285,0.39883209560233807,7,-0.1484285714285714,22.0,77
USR_00053,15,1,1.0,118.0,118.0,45.35,1.0,10.0,1,1,1.0,1,STU_0479,38.5,4.8342857142857145,8.628571428571428,1.1142857142857143,0.543,0.4072725045499947,7,0.01557142857142857,22.0,77
USR_00057,3,1,1.0,79.0,79.0,7.71,0.771,4.0,1,0,1.0,1,STU_0411,60.01428571428572,4.731428571428572,7.271428571428571,3.3428571428571425,0.49542857142857144,0.4807682396561935,7,0.17185714285714287,16.0,6
USR_00057,7,2,1.0,33.0,57.0,35.379999999999995,0.8845000000000001,4.5,2,1,1.0,2,STU_0411,57.48571428571428,5.028571428571429,7.128571428571428,3.4,0.47585714285714287,0.49016433571723744,7,0.20171428571428573,16.0,6
USR_00057,12,1,1.0,2.0,2.0,9.73,0.9730000000000001,7.0,1,0,0.0,1,STU_0411,61.82857142857143,4.8914285714285715,6.442857142857143,3.8428571428571425,0.48728571428571427,0.5239251862420546,7,0.1557142857142857,16.0,6
USR_00064,1,0,0.0,4.0,4.0,0.0,0.0,5.0,1,0,0.0,1,STU_0231,89.45714285714287,7.905714285714287,3.242857142857143,5.642857142857143,0.251,0.5648274785812946,7,,19.0,4
USR_00064,2,0,0.0,1.0,1.0,0.0,0.0,3.0,1,0,0.0,1,STU_0231,82.52857142857144,7.24,2.757142857142857,5.942857142857143,0.20414285714285715,0.5622143139997915,7,-0.04685714285714285,19.0,4
USR_00064,3,0,0.0,11.0,11.0,0.0,0.0,7.0,1,1,0.0,1,STU_0231,94.04285714285713,6.067142857142857,5.385714285714286,4.942857142857143,0.42757142857142855,0.5506055145180448,7,0.2234285714285714,19.0,4
USR_00064,4,1,1.0,4.0,4.0,10.06,1.0,2.0,1,1,1.0,1,STU_0231,79.68571428571428,6.590000000000001,3.257142857142857,5.557142857142857,0.2832857142857143,0.5416577561077845,7,-0.14428571428571424,19.0,4
USR_00064,5,1,1.0,11.0,11.0,39.35,0.98375,8.0,1,0,1.0,1,STU_0231,75.97142857142856,6.904285714285714,2.5,6.228571428571429,0.24657142857142858,0.5865097969361758,7,-0.03671428571428573,19.0,4
USR_00064,7,0,0.0,4.0,4.0,0.0,0.0,10.0,1,0,1.0,1,STU_0231,92.32857142857142,5.638571428571429,5.985714285714286,4.714285714285714,0.4415714285714286,0.6023960940279587,7,0.1845714285714286,19.0,4
USR_00064,8,1,1.0,2.0,2.0,18.23,0.9115,5.0,1,1,0.0,1,STU_0231,100.31428571428572,6.384285714285714,4.5285714285714285,4.8999999999999995,0.34885714285714287,0.5596193099684692,7,-0.09271428571428575,19.0,4
USR_00064,10,1,1.0,4.0,4.0,13.65,1.0,7.0,1,0,1.0,1,STU_0231,84.07142857142857,7.104285714285714,3.1,5.985714285714286,0.24814285714285716,0.5370063140433063,7,0.007285714285714312,19.0,4
USR_00064,16,1,1.0,4.0,4.0,12.5,1.0,8.0,1,0,1.0,1,STU_0231,93.04285714285713,5.512857142857143,4.371428571428571,5.485714285714286,0.3614285714285715,0.5655396321920186,7,-0.06314285714285706,19.0,4
USR_00064,18,0,0.0,2.0,2.0,0.0,0.0,5.0,1,0,1.0,1,STU_0231,115.9,8.35,2.7,5.5,0.22,0.6217313604613959,1,-0.036000000000000004,19.0,4
USR_00068,9,1,1.0,36.0,36.0,20.16,1.0,4.0,1,0,1.0,1,STU_0371,83.68571428571428,7.211428571428571,3.5285714285714285,5.757142857142857,0.22185714285714284,0.574139123199097,7,-0.23471428571428568,28.0,2
USR_00068,11,1,1.0,11.0,11.0,7.41,0.741,10.0,1,0,0.0,1,STU_0371,94.24285714285715,7.101428571428571,3.8714285714285714,5.185714285714285,0.3138571428571429,0.5074286469136238,7,0.060142857142857165,28.0,2
USR_00068,12,1,0.5,18.0,21.0,9.67,0.4835,7.0,2,1,0.5,2,STU_0371,101.28571428571429,6.147142857142858,5.685714285714285,4.542857142857143,0.4192857142857143,0.5394207045761736,7,0.10542857142857143,28.0,2
USR_00068,15,0,0.0,6.0,6.0,0.0,0.0,4.0,1,1,0.0,1,STU_0371,96.60000000000001,6.178571428571429,6.485714285714286,3.857142857142857,0.4782857142857143,0.5184978235067444,7,0.09600000000000003,28.0,2
USR_00068,18,1,1.0,21.0,21.0,37.69,0.9422499999999999,10.0,1,1,1.0,1,STU_0371,89.8,7.24,3.6,6.5,0.217,0.5109999849274214,1,-0.02514285714285716,28.0,2
USR_00071,15,0,0.0,10.5,15.0,0.0,0.0,7.0,2,0,0.5,2,STU_0481,95.45,6.261428571428572,5.442857142857143,4.485714285714286,0.398,0.5389457826093357,7,-0.020714285714285685,33.0,17
USR_00071,17,1,1.0,15.0,15.0,44.94,1.0,10.0,1,0,1.0,1,STU_0481,146.95714285714286,6.922857142857143,4.171428571428572,4.985714285714286,0.303,0.5754052694807342,7,-0.17885714285714288,33.0,17
USR_00074,4,0,0.0,22.0,22.0,0.0,0.0,1.0,1,0,0.0,1,STU_0072,88.11428571428571,7.122857142857143,3.414285714285714,5.857142857142857,0.29628571428571426,0.5994041200218109,7,-0.16800000000000004,25.0,30
USR_00074,11,1,0.5,22.0,25.0,9.36,0.46799999999999997,1.0,2,1,1.0,2,STU_0072,85.12857142857142,6.644285714285714,2.8000000000000003,5.714285714285714,0.25985714285714284,0.51493359629669,7,-0.004857142857142893,25.0,30
USR_00074,18,1,1.0,3.0,3.0,17.33,0.8664999999999999,8.0,1,1,1.0,1,STU_0072,97.9,5.71,3.0,5.7,0.339,0.6956865161552066,1,0.08271428571428574,25.0,30
USR_00081,8,0,0.0,48.0,48.0,0.0,0.0,2.0,1,0,1.0,1,STU_0500,62.628571428571426,3.392857142857143,10.0,1.0,0.6545714285714286,0.4115045357895184,7,0.010714285714285787,29.0,48
USR_00081,10,1,1.0,100.0,100.0,45.44,1.0,3.0,1,0,1.0,1,STU_0500,62.442857142857136,4.655714285714287,6.928571428571429,1.042857142857143,0.5091428571428571,0.44097186553156026,7,0.007285714285714229,29.0,48
USR_00081,15,1,1.0,48.0,48.0,22.71,1.0,5.0,1,0,1.0,1,STU_0500,68.5,3.652857142857143,9.885714285714286,1.0,0.6689999999999999,0.37491252063570457,7,0.0585714285714285,29.0,48
USR_00081,16,1,1.0,52.0,52.0,5.6,1.0,6.0,1,0,1.0,1,STU_0500,77.11428571428571,4.0685714285714285,9.585714285714285,1.0857142857142856,0.6378571428571428,0.3923300442965282,7,-0.03114285714285714,29.0,48
USR_00088,7,1,1.0,37.0,37.0,10.27,1.0,6.0,1,0,0.0,1,STU_0139,61.285714285714285,5.409999999999999,7.414285714285714,2.9285714285714284,0.48914285714285716,0.5111803842375451,7,0.20685714285714285,31.0,39
USR_00089,10,1,1.0,6.0,6.0,6.68,0.6679999999999999,7.0,1,1,0.0,1,STU_0229,44.57142857142857,6.5442857142857145,5.142857142857143,4.514285714285714,0.3082857142857143,0.5360845060427099,7,-0.032285714285714306,22.0,51
USR_00089,12,1,1.0,8.0,8.0,17.62,0.881,4.0,1,0,1.0,1,STU_0229,56.91428571428572,5.242857142857143,7.3428571428571425,4.3,0.49242857142857144,0.4619468862291317,7,0.16542857142857142,22.0,51
USR_00094,5,0,0.0,11.0,11.0,0.0,0.0,1.0,1,0,0.0,1,STU_0267,46.9,5.904285714285714,4.928571428571429,3.8714285714285714,0.3608571428571428,0.5407372332654329,7,0.04328571428571426,30.0,34
USR_00094,7,1,1.0,4.0,4.0,20.25,1.0,4.0,1,1,0.0,1,STU_0267,61.885714285714286,5.422142857142857,6.942857142857143,2.5285714285714285,0.4531428571428572,0.5430729513162482,7,0.1491428571428572,30.0,34
USR_00094,12,0,0.0,5.0,5.0,0.0,0.0,8.0,1,0,0.0,1,STU_0267,62.185714285714276,4.923571428571429,7.128571428571428,3.5714285714285716,0.4545714285714286,0.49298112022513424,7,0.15728571428571436,30.0,34
USR_00103,9,0,0.0,1.0,1.0,0.0,0.0,9.0,1,1,0.0,1,STU_0398,53.94285714285714,6.548571428571428,5.128571428571428,3.542857142857143,0.2912857142857143,0.4546099209931545,7,-0.21699999999999992,25.0,13
USR_00103,10,0,0.0,6.5,12.0,0.0,0.0,5.5,2,1,0.5,2,STU_0398,55.92142857142857,6.488571428571428,5.714285714285714,3.585714285714286,0.34528571428571425,0.5003112222893044,7,0.05399999999999994,25.0,13
USR_00103,11,0,0.0,7.0,13.0,0.0,0.0,4.5,2,2,1.0,2,STU_0398,50.6,6.7299999999999995,5.257142857142857,4.1,0.30042857142857143,0.42817029188218597,7,-0.04485714285714282,25.0,13
USR_00109,2,1,1.0,11.0,11.0,23.74,1.0,5.0,1,1,0.0,1,STU_0233,22.957142857142856,5.628571428571428,6.8999999999999995,1.5142857142857142,0.36,0.44315518390525455,7,-0.07114285714285712,29.0,14
USR_00109,10,1,1.0,41.0,41.0,8.34,0.834,3.0,1,1,0.0,1,STU_0233,21.7,6.087142857142857,6.985714285714286,1.4714285714285713,0.3605714285714286,0.38361213467011845,7,-0.010714285714285732,29.0,14
USR_00109,13,1,1.0,28.0,28.0,16.19,1.0,10.0,1,0,0.0,1,STU_0233,17.4,5.352857142857142,6.457142857142857,1.957142857142857,0.4001428571428572,0.3151445320711301,7,-0.18028571428571422,29.0,14
USR_00109,15,0,0.0,5.0,5.0,0.0,0.0,2.0,1,0,0.0,1,STU_0233,27.74285714285714,4.115714285714286,9.4,1.2285714285714284,0.5734285714285715,0.3616124640469272,7,0.004428571428571448,29.0,14
USR_00109,18,1,1.0,13.0,13.0,17.05,0.8525,4.0,1,1,0.0,1,STU_0233,24.2,4.84,6.2,1.0,0.409,0.4926169724921949,1,0.009571428571428509,29.0,14
USR_00112,2,1,1.0,60.0,60.0,5.15,0.515,5.0,1,1,1.0,1,STU_0342,54.971428571428575,6.561428571428571,4.728571428571429,4.0285714285714285,0.29614285714285715,0.4999649376575152,7,-0.02542857142857141,31.0,4
USR_00112,4,1,1.0,122.0,122.0,11.97,1.0,10.0,1,1,1.0,1,STU_0342,41.48571428571428,6.417142857142857,4.828571428571428,3.957142857142857,0.30885714285714283,0.3805739520031267,7,-0.18171428571428577,31.0,4
USR_00112,8,1,1.0,57.0,57.0,20.99,1.0,3.0,1,0,0.0,1,STU_0342,49.94285714285714,5.3,7.3428571428571425,3.1714285714285713,0.4704285714285715,0.46371450345393583,7,-0.019142857142857128,31.0,4
USR_00112,12,1,1.0,365.0,365.0,22.44,1.0,5.0,1,0,0.0,1,STU_0342,61.0,4.507142857142857,7.071428571428571,2.8714285714285714,0.4992857142857143,0.4351815549548183,7,0.17414285714285715,31.0,4
USR_00112,13,1,1.0,88.0,88.0,19.65,0.9824999999999999,3.0,1,0,0.0,1,STU_0342,42.771428571428565,6.172857142857143,3.557142857142857,4.542857142857143,0.24457142857142858,0.47639555056726274,7,-0.25471428571428567,31.0,4
USR_00112,17,2,1.0,22.0,39.0,43.489999999999995,1.0,9.0,2,0,0.0,2,STU_0342,48.07142857142857,6.035714285714286,5.185714285714285,4.3428571428571425,0.30428571428571427,0.465396069471515,7,-0.2121428571428572,31.0,4
USR_00121,3,1,1.0,3.0,3.0,18.3,0.915,2.0,1,1,0.0,1,STU_0478,56.51428571428572,4.305714285714286,8.714285714285714,2.3428571428571425,0.5855714285714286,0.41148615868655875,7,0.28957142857142865,33.0,3
USR_00121,8,1,1.0,5.0,5.0,23.95,1.0,5.0,1,0,0.0,1,STU_0478,58.885714285714286,4.9557142857142855,7.428571428571429,3.0285714285714285,0.49214285714285716,0.48204336536888526,7,0.015571428571428625,33.0,3
USR_00121,11,1,1.0,7.0,7.0,7.71,0.771,9.0,1,0,1.0,1,STU_0478,47.84285714285714,5.8,5.514285714285714,2.6999999999999997,0.3767142857142857,0.4326239406100703,7,0.08685714285714285,33.0,3
USR_00121,14,0,0.0,24.0,24.0,0.0,0.0,2.0,1,0,1.0,1,STU_0478,55.800000000000004,5.335,7.042857142857143,2.985714285714286,0.43685714285714283,0.5141882701294141,7,0.16142857142857142,33.0,3
USR_00121,16,1,1.0,9.0,9.0,18.09,0.9045,5.0,1,0,1.0,1,STU_0478,52.58571428571429,4.71,7.5,3.4857142857142853,0.492,0.43342556626480716,7,-0.013714285714285679,33.0,3
USR_00121,17,0,0.0,5.0,5.0,0.0,0.0,4.0,1,0,0.0,1,STU_0478,46.84285714285714,6.096428571428572,4.928571428571429,3.757142857142857,0.255,0.48856297176717234,7,-0.237,33.0,3
USR_00125,7,1,1.0,38.0,38.0,7.98,0.798,6.0,1,0,1.0,1,STU_0046,68.74285714285715,3.6814285714285715,9.842857142857143,1.0,0.6719999999999999,0.4153399535687862,7,0.13971428571428568,28.0,13
USR_00125,9,1,1.0,85.0,85.0,17.99,0.8995,7.0,1,1,0.0,1,STU_0046,61.34285714285714,4.282857142857143,7.8428571428571425,1.1142857142857143,0.5577142857142857,0.4547838232036812,7,-0.11342857142857143,28.0,13
USR_00125,12,2,1.0,74.5,95.0,40.0,0.9565,2.0,2,1,0.5,2,STU_0046,79.35000000000001,3.6142857142857143,9.585714285714285,1.0,0.6589999999999999,0.4075459306166577,7,0.13014285714285712,28.0,13
USR_00125,16,1,1.0,29.0,29.0,39.84,0.9960000000000001,4.0,1,0,0.0,1,STU_0046,81.42857142857143,3.6114285714285717,9.585714285714285,1.0,0.6745714285714285,0.37875716829144607,7,0.012142857142857011,28.0,13
USR_00135,1,1,1.0,2.0,2.0,15.11,0.7555,3.0,1,1,0.0,1,STU_0353,44.635714285714286,6.777857142857143,5.042857142857143,3.3000000000000003,0.32157142857142856,0.5140766877045861,7,,22.0,60
USR_00135,4,1,1.0,3.0,3.0,6.15,0.615,6.0,1,0,1.0,1,STU_0353,41.05714285714286,6.095714285714286,4.414285714285714,3.542857142857143,0.2991428571428571,0.518555852649088,7,-0.15614285714285714,22.0,60
USR_00135,6,1,1.0,107.0,107.0,1.0,0.2,6.0,1,0,0.0,1,STU_0353,46.25,6.505,5.485714285714286,3.4714285714285715,0.3547142857142857,0.4488168756082061,7,0.1007142857142857,22.0,60
USR_00135,10,1,1.0,79.0,79.0,18.21,0.9105000000000001,6.0,1,0,0.0,1,STU_0353,55.035714285714285,4.875,5.114285714285714,4.057142857142857,0.3507142857142857,0.4079856239691057,7,0.048285714285714265,22.0,60
USR_00136,3,1,1.0,2.0,2.0,19.55,0.9775,9.0,1,0,1.0,1,STU_0110,48.699999999999996,4.76,7.671428571428572,2.8428571428571425,0.5125714285714286,0.49203337970674405,7,0.16542857142857142,32.0,21
USR_00136,4,0,0.0,14.0,14.0,0.0,0.0,10.0,1,0,0.0,1,STU_0110,48.94285714285714,6.124285714285714,5.314285714285715,4.3428571428571425,0.32471428571428573,0.46421697997162287,7,-0.18785714285714283,32.0,21
USR_00136,7,0,0.0,10.0,10.0,0.0,0.0,2.0,1,0,0.0,1,STU_0110,64.85714285714286,4.901428571428572,7.928571428571429,2.6,0.5324285714285715,0.3990487072109429,7,0.16357142857142865,32.0,21
USR_00136,8,0,0.0,9.0,9.0,0.0,0.0,5.0,1,1,1.0,1,STU_0110,58.471428571428575,5.324285714285714,7.228571428571429,3.3428571428571425,0.497,0.42721713849308973,7,-0.035428571428571476,32.0,21
USR_00136,11,1,1.0,3.0,3.0,22.29,1.0,9.0,1,0,0.0,1,STU_0110,45.84285714285714,6.877142857142857,5.471428571428572,3.1285714285714286,0.36357142857142855,0.46735554129573703,7,0.043714285714285706,32.0,21
USR_00136,15,1,1.0,2.0,2.0,9.94,0.994,8.0,1,0,1.0,1,STU_0110,58.94285714285714,5.177142857142857,7.928571428571429,2.8000000000000003,0.4847142857142857,0.448006901756097,7,0.008857142857142841,32.0,21
USR_00136,16,0,0.0,9.0,9.0,0.0,0.0,10.0,1,1,0.0,1,STU_0110,70.5,5.588571428571428,7.485714285714286,2.8857142857142857,0.5108571428571429,0.4454454934015705,7,0.02614285714285719,32.0,21
USR_00136,18,1,1.0,2.0,2.0,44.15,1.0,5.0,1,0,0.0,1,STU_0110,46.0,5.73,4.0,4.5,0.349,0.3531121149180378,1,0.05628571428571427,32.0,21
USR_00140,1,1,1.0,213.0,213.0,17.95,0.8975,2.0,1,0,0.0,1,STU_0374,46.214285714285715,6.565714285714286,5.3999999999999995,3.685714285714286,0.3148571428571429,0.4947294013756124,7,,12.0,54
USR_00140,3,1,1.0,33.0,33.0,18.74,0.9369999999999999,5.0,1,0,1.0,1,STU_0374,63.75714285714286,5.187142857142858,6.8,2.942857142857143,0.4654285714285714,0.4540905520191445,7,0.09085714285714286,12.0,54
USR_00140,17,1,1.0,45.0,45.0,15.99,0.7995,2.0,1,1,1.0,1,STU_0374,40.142857142857146,6.855714285714286,4.928571428571429,3.585714285714286,0.2958571428571429,0.4726485947505748,7,-0.23800000000000004,12.0,54
USR_00142,17,0,0.0,14.0,26.0,0.0,0.0,2.5,2,1,1.0,2,STU_0277,25.628571428571426,5.6207142857142856,7.521428571428571,1.0,0.454,0.4341235712161092,7,-0.13214285714285706,21.0,23
USR_00145,2,0,0.0,3.0,3.0,0.0,0.0,6.0,1,0,1.0,1,STU_0302,81.85714285714286,7.088571428571429,3.8000000000000003,5.542857142857143,0.2992857142857143,0.5090039692595786,7,0.07971428571428577,17.0,12
USR_00145,3,1,1.0,7.0,7.0,15.41,0.7705,4.0,1,0,0.0,1,STU_0302,97.68571428571428,5.582857142857143,5.985714285714286,5.028571428571429,0.44,0.5527366112792771,7,0.14071428571428568,17.0,12
USR_00145,4,1,0.5,3.5,6.0,5.88,0.5,7.5,1,1,0.0,2,STU_0302,75.5,7.131428571428572,4.314285714285714,5.8428571428571425,0.3055714285714286,0.5826395012614205,7,-0.1344285714285714,17.0,12
USR_00145,6,0,0.0,8.0,8.0,0.0,0.0,8.0,1,0,0.0,1,STU_0302,75.64285714285714,6.727142857142858,2.6142857142857143,6.3999999999999995,0.22185714285714284,0.5989526660655081,7,-0.035714285714285726,17.0,12
USR_00145,11,0,0.0,12.0,12.0,0.0,0.0,4.0,1,0,0.0,1,STU_0302,70.85714285714286,7.1571428571428575,3.2142857142857144,5.171428571428572,0.23585714285714285,0.5704556442819089,7,-0.0034285714285714475,17.0,12
USR_00145,14,0,0.0,4.0,4.0,0.0,0.0,9.0,1,0,0.0,1,STU_0302,98.78571428571429,5.964285714285714,5.728571428571429,4.071428571428571,0.4242857142857143,0.563669706548963,7,0.15942857142857148,17.0,12
USR_00145,16,1,1.0,4.0,4.0,44.28,1.0,6.0,1,0,0.0,1,STU_0302,92.3,6.262857142857143,5.242857142857143,4.814285714285715,0.3852857142857143,0.4662479062102622,7,-0.02557142857142858,17.0,12
USR_00150,3,1,1.0,6.0,6.0,3.75,0.375,4.0,1,0,0.0,1,STU_0320,55.30714285714286,5.031428571428571,7.6000000000000005,2.814285714285714,0.508,0.37214247028194986,7,0.23014285714285715,28.0,39
USR_00150,14,1,1.0,9.0,9.0,21.78,1.0,7.0,1,0,0.0,1,STU_0320,66.84285714285714,5.138571428571429,8.085714285714285,2.7714285714285714,0.5087142857142857,0.4659885748019678,7,0.2707142857142857,28.0,39
USR_00150,15,2,1.0,4.5,8.0,64.28999999999999,1.0,5.5,2,0,0.5,2,STU_0320,59.48571428571428,4.957142857142857,7.428571428571429,3.357142857142857,0.5051428571428571,0.45109734717374,7,-0.0035714285714285587,28.0,39
USR_00153,8,2,1.0,48.5,61.0,25.86,0.677,1.5,2,0,0.0,2,STU_0034,60.98571428571428,5.194285714285714,8.128571428571428,2.7857142857142856,0.49642857142857144,0.44806570596849815,7,-0.0004285714285714448,23.0,6
USR_00153,9,1,1.0,9.0,9.0,19.99,0.9994999999999999,2.0,1,0,0.0,1,STU_0034,53.57142857142857,6.798571428571429,5.242857142857143,3.5142857142857147,0.31342857142857145,0.48407805503329,7,-0.183,23.0,6
USR_00153,12,1,1.0,10.0,10.0,6.33,0.633,6.0,1,0,0.0,1,STU_0034,71.42857142857143,5.314285714285715,7.742857142857143,2.642857142857143,0.5214285714285715,0.4691139443012326,7,0.19300000000000006,23.0,6
USR_00153,14,1,1.0,75.0,75.0,20.13,1.0,9.0,1,1,0.0,1,STU_0034,64.65714285714286,5.05,8.014285714285714,2.5714285714285716,0.5467142857142857,0.40038351306985337,7,0.2911428571428571,23.0,6
USR_00153,17,1,1.0,26.0,26.0,11.82,1.0,2.0,1,1,0.0,1,STU_0034,63.642857142857146,6.5564285714285715,4.4714285714285715,3.8714285714285714,0.2895714285714286,0.5238016910112734,7,-0.15928571428571425,23.0,6
