ds,yhat,yhat_lower,yhat_upper,trend,weekly,student_id,is_forecast,is_peak,yhat_pct,yhat_lower_pct,yhat_upper_pct,risk_flag
2023-10-14,0.21856601969864203,0.2137081292652944,0.223563938670093,0.2762453902362368,-0.0008646199204800801,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-10-15,0.21838818535326776,0.2132967714984601,0.2236660469091791,0.27624450067400014,-0.0010415647036176924,AGGREGATE,0,0,21.8,21.3,22.4,normal
2023-10-16,0.22037961097381042,0.21543350788186702,0.22567704116167658,0.27624695126583154,0.000947410325093548,AGGREGATE,0,0,22.0,21.5,22.6,normal
2023-10-17,0.22011880286947855,0.2151136563540487,0.22523521960503382,0.27624940185766295,0.0006841516289302826,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-10-18,0.21976255119260998,0.2144492107948087,0.22529335797497654,0.27625185244949435,0.00032544936023031927,AGGREGATE,0,0,22.0,21.4,22.5,normal
2023-10-19,0.21979087612492265,0.21487127186977623,0.22470388679390457,0.27625430304132575,0.0003513237007115768,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-10-20,0.21903988055211782,0.21392801889906826,0.22424456228978404,0.2762567815601006,-0.0004021503908680806,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-10-21,0.2185798895412812,0.21336055193779427,0.22349114434602563,0.27625926007887536,-0.0008646199204794693,AGGREGATE,0,0,21.9,21.3,22.3,normal
2023-10-22,0.218405423276919,0.2132195037638046,0.2230246327690823,0.2762617385976502,-0.0010415647036165052,AGGREGATE,0,0,21.8,21.3,22.3,normal
2023-10-23,0.22039687682440431,0.21526524552344092,0.22535457341026519,0.27626421711642496,0.0009474103250940396,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-10-24,0.22013609782841526,0.21504413036235973,0.22510424406443705,0.27626669681659743,0.0006841516289324749,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-10-25,0.21977987525988701,0.2148018962675524,0.22514671342022838,0.27626917651676985,0.0003254493602318218,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-10-26,0.21980822930053756,0.21445258496581426,0.22490993482811103,0.27627165621694233,0.0003513237007099183,AGGREGATE,0,0,22.0,21.4,22.5,normal
2023-10-27,0.2758719855262456,0.27046705665623144,0.2811488707514695,0.27627413591711475,-0.0004021503908691689,AGGREGATE,0,0,27.6,27.0,28.1,low
2023-10-28,0.2754119957012331,0.2704106652861641,0.2807776022562215,0.2762766156217136,-0.0008646199204804956,AGGREGATE,0,0,27.5,27.0,28.1,low
2023-10-29,0.2752375306226967,0.27034709503510784,0.2802767312196474,0.27627909532631234,-0.0010415647036156855,AGGREGATE,0,0,27.5,27.0,28.0,low
2023-10-30,0.2772289853560057,0.2721247000101725,0.2823560716784859,0.27628157503091116,0.0009474103250945309,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-10-31,0.2769682063644406,0.2720012448959955,0.2818614509881875,0.27628405473550993,0.0006841516289306261,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-01,0.27661198382107693,0.2715670880538998,0.2816747709406586,0.2762865344608481,0.00032544936022882074,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-02,0.2766403378868989,0.27150553131731936,0.28185609508694914,0.2762890141861863,0.00035132370071260015,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-03,0.2758893435206542,0.2711223757929778,0.2813248947899072,0.27629149391152447,-0.0004021503908702571,AGGREGATE,0,0,27.6,27.1,28.1,low
2023-11-04,0.2754293537163841,0.27004069235234285,0.2802712269790863,0.27629397363686264,-0.0008646199204785329,AGGREGATE,0,0,27.5,27.0,28.0,low
2023-11-05,0.2752548886859425,0.27011588624058286,0.2802482808654602,0.27629645338956227,-0.0010415647036197946,AGGREGATE,0,0,27.5,27.0,28.0,low
2023-11-06,0.27724634346735805,0.27196921968852505,0.28251492140869894,0.2762989331422619,0.0009474103250961718,AGGREGATE,0,0,27.7,27.2,28.3,low
2023-11-07,0.27698556452389217,0.2719094713697094,0.28246132125050855,0.2763014128949615,0.0006841516289306646,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-08,0.27662934200789147,0.27121377493571175,0.2813105851314291,0.27630389264766114,0.0003254493602303234,AGGREGATE,0,0,27.7,27.1,28.1,low
2023-11-09,0.27665769609565766,0.27144705318922385,0.2815977370651523,0.2763063723949468,0.00035132370071084445,AGGREGATE,0,0,27.7,27.1,28.2,low
2023-11-10,0.2759067017513612,0.27063806572216914,0.2808218673088345,0.27630885214223255,-0.0004021503908713453,AGGREGATE,0,0,27.6,27.1,28.1,low
2023-11-11,0.27544671196903875,0.27069586550685837,0.2807659040963858,0.2763113318895183,-0.0008646199204795593,AGGREGATE,0,0,27.5,27.1,28.1,low
2023-11-12,0.275272246933185,0.2705184067616007,0.28074173886554404,0.276313811636804,-0.0010415647036189747,AGGREGATE,0,0,27.5,27.1,28.1,low
2023-11-13,0.27726370168550313,0.2722393798185735,0.2820186577415392,0.27631629136040764,0.0009474103250955138,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-14,0.277002922712942,0.2717518838101058,0.28149546210381404,0.2763187710840113,0.0006841516289307032,AGGREGATE,0,0,27.7,27.2,28.1,low
2023-11-15,0.27664670016784587,0.2714982768720197,0.2815860254783882,0.276321250807615,0.00032544936023087736,AGGREGATE,0,0,27.7,27.1,28.2,low
2023-11-16,0.27667505423192995,0.2716009544306358,0.2819350216145857,0.2763237305312186,0.0003513237007113561,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-17,0.21910930923678754,0.21392854588643004,0.22403017331883487,0.276326210244773,-0.000402150390870775,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-11-18,0.21864931942073293,0.213179670265097,0.2238812553451087,0.2763286899583274,-0.0008646199204797671,AGGREGATE,0,0,21.9,21.3,22.4,normal
2023-11-19,0.21847485435114894,0.21318264903947534,0.22360310106179057,0.27633116967188176,-0.001041564703618155,AGGREGATE,0,0,21.8,21.3,22.4,normal
2023-11-20,0.22046630909341447,0.2153870237718351,0.22584372646766826,0.27633364938543614,0.0009474103250930071,AGGREGATE,0,0,22.0,21.5,22.6,normal
2023-11-21,0.22020551140608172,0.2150185474596656,0.22485163859874188,0.27633611039426564,0.0006841516289307419,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-11-22,0.21984927014621064,0.21488930987082022,0.22457712810994407,0.2763385714030952,0.0003254493602301282,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-11-23,0.2198776054955198,0.21512522819239213,0.22516868269477902,0.27634103241192476,0.00035132370070969763,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-11-24,0.2759413430298807,0.27103127077782674,0.28131881753609744,0.27634349342075426,-0.00040215039087352185,AGGREGATE,0,0,27.6,27.1,28.1,low
2023-11-25,0.2754813344958218,0.2702168223455762,0.28058920215430033,0.2763459544163018,-0.0008646199204799748,AGGREGATE,0,0,27.5,27.0,28.1,low
2023-11-26,0.27530685070823224,0.270293574510254,0.28066381809087754,0.27634841541184924,-0.0010415647036169679,AGGREGATE,0,0,27.5,27.0,28.1,low
2023-11-27,0.2772982867324902,0.27195363982117415,0.2824260685179571,0.2763508764073967,0.0009474103250934983,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-28,0.2770374890318731,0.2720072182459283,0.2822180855715597,0.2763533374029442,0.0006841516289288928,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-29,0.2766812477596624,0.2717691397460403,0.2817906450109462,0.27635579839943303,0.000325449360229379,AGGREGATE,0,0,27.7,27.2,28.2,low
2023-11-30,0.2767095830966299,0.2714923753773621,0.2816822170503477,0.27635825939592185,0.00035132370070803913,AGGREGATE,0,0,27.7,27.1,28.2,low
2023-12-01,0.2191438193844269,0.21424979785969192,0.22420434126481953,0.2763607203924106,-0.00040215039086903765,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-12-02,0.21868381085130756,0.21384666057767693,0.2235563806255081,0.2763631813888994,-0.0008646199204771937,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-12-03,0.21850932705919734,0.2129966595160346,0.22333045083307826,0.27636564237992817,-0.0010415647036161478,AGGREGATE,0,0,21.9,21.3,22.3,normal
2023-12-04,0.22050076307893732,0.21537491969908018,0.22535925575660146,0.27636810337095685,0.0009474103250951394,AGGREGATE,0,0,22.1,21.5,22.5,normal
2023-12-05,0.22023996537380175,0.21506503129375173,0.22520788251160906,0.2763705643619856,0.0006841516289308189,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-06,0.21988372409612955,0.2148246405887442,0.2244347589055153,0.2763730253530143,0.0003254493602299329,AGGREGATE,0,0,22.0,21.5,22.4,normal
2023-12-07,0.21991205939855935,0.21491781326506731,0.22518368680317286,0.2763754863149633,0.00035132370071072096,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-08,0.21916104626892755,0.214152019060238,0.22454919733106812,0.27637794727691234,-0.00040215039087012575,AGGREGATE,0,0,21.9,21.4,22.5,normal
2023-12-09,0.21870103770126845,0.2138301947665248,0.22397807031078806,0.27638040823886134,-0.0008646199204782199,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-12-10,0.21852655388008052,0.21358301737457272,0.22327412537800861,0.27638286920081034,-0.0010415647036151447,AGGREGATE,0,0,21.9,21.4,22.3,normal
2023-12-11,0.22051798988359889,0.2155374429439562,0.22534484931192766,0.2763853301756168,0.0009474103250967801,AGGREGATE,0,0,22.1,21.6,22.5,normal
2023-12-12,0.22025719216223974,0.21489505396184985,0.22516097390522793,0.2763877911504233,0.000684151628931124,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-13,0.21990095086834432,0.21459255084533221,0.22523298319391952,0.27639025212522983,0.0003254493602291836,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-14,0.21992928618363067,0.21456609694641646,0.22523825701696967,0.27639271310003627,0.0003513237007090625,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-15,0.21917827306685855,0.21425336103372122,0.22447325693357614,0.27639517407484276,-0.0004021503908695554,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-12-16,0.21871826451205617,0.2139665826849698,0.22369670290667384,0.27639763504964926,-0.0008646199204784276,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-12-17,0.21854378070372166,0.2137662145666574,0.22377267088694897,0.27640009602445575,-0.0010415647036194377,AGGREGATE,0,0,21.9,21.4,22.4,normal
2023-12-18,0.22053521670724374,0.2154221469639089,0.22557499843069317,0.2764025569992623,0.0009474103250961222,AGGREGATE,0,0,22.1,21.5,22.6,normal
2023-12-19,0.22027441898588712,0.21548597009607268,0.2254142806711982,0.27640501797406875,0.0006841516289330502,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-20,0.21991817769199126,0.21514452414947352,0.22488385826491583,0.27640747894887524,0.00032544936023068616,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-21,0.2199465130072767,0.21476178119189035,0.22529447157241386,0.2764099399236818,0.00035132370070957414,AGGREGATE,0,0,22.0,21.5,22.5,normal
2023-12-22,0.27601025050761924,0.2707659830456226,0.2811151732906086,0.27641240089848823,-0.00040215039086898496,AGGREGATE,0,0,27.6,27.1,28.1,low
2023-12-23,0.27555024195281524,0.27050201088232656,0.2808795787198534,0.2764148618732947,-0.0008646199204794538,AGGREGATE,1,1,27.6,27.1,28.1,low
2023-12-24,0.27537575814448284,0.27044413425414743,0.2810100553449885,0.2764173228481013,-0.001041564703618434,AGGREGATE,1,1,27.5,27.0,28.1,low
2023-12-25,0.2773671941480055,0.27213827771631943,0.2822348893233784,0.2764197838229077,0.000947410325097763,AGGREGATE,1,1,27.7,27.2,28.2,low
2023-12-26,0.2771063964266455,0.27206730005129365,0.28184502520021654,0.27642224479771427,0.0006841516289312012,AGGREGATE,1,1,27.7,27.2,28.2,low
2023-12-27,0.2767501551327507,0.271724004270735,0.28153576845390615,0.27642470577252076,0.000325449360229937,AGGREGATE,1,1,27.7,27.2,28.2,low
2023-12-28,0.2767784904480372,0.2717192616743576,0.2818897754208929,0.2764271667473272,0.0003513237007099886,AGGREGATE,1,1,27.7,27.2,28.2,low
2023-12-29,0.27602747733126204,0.27079185265812855,0.281199078563044,0.27642962772213375,-0.0004021503908717319,AGGREGATE,1,1,27.6,27.1,28.1,low
