ds,yhat,yhat_lower,yhat_upper,trend,student_id,burnout_label,is_forecast,is_peak,yhat_pct,yhat_lower_pct,yhat_upper_pct,personal_mean_pct,risk_flag
2023-11-01,0.3455622652669237,0.2739374796519887,0.413226059245482,0.35092248933059406,STU_0263,Low Burnout,0,0,34.6,27.4,41.3,35.4,normal
2023-11-02,0.33907785334246576,0.27017595642759173,0.4088814944368011,0.3506140405238918,STU_0263,Low Burnout,0,0,33.9,27.0,40.9,35.4,normal
2023-11-03,0.3671218428293828,0.2986107366830468,0.43371005124230927,0.35030559171718945,STU_0263,Low Burnout,0,0,36.7,29.9,43.4,35.4,normal
2023-11-04,0.3405957224647741,0.26763832359623574,0.4143042996258799,0.34999714291048717,STU_0263,Low Burnout,0,0,34.1,26.8,41.4,35.4,normal
2023-11-05,0.35680479074821875,0.2861808360764882,0.427147929323987,0.34968869402753877,STU_0263,Low Burnout,0,0,35.7,28.6,42.7,35.4,normal
2023-11-06,0.35070318492793323,0.2727713286374502,0.41643434632329956,0.34938024514459043,STU_0263,Low Burnout,0,0,35.1,27.3,41.6,35.4,normal
2023-11-07,0.3501143403361787,0.27833861229851564,0.42446613747807715,0.34907179626164203,STU_0263,Low Burnout,0,0,35.0,27.8,42.4,35.4,normal
2023-11-08,0.3434031233149666,0.27596734855069904,0.4125426927582688,0.34876334737869363,STU_0263,Low Burnout,0,0,34.3,27.6,41.3,35.4,normal
2023-11-09,0.33691871129656603,0.2691834262325217,0.40616858212779977,0.34845489847799943,STU_0263,Low Burnout,0,0,33.7,26.9,40.6,35.4,normal
2023-11-10,0.364962700689504,0.2935991876072991,0.44225682927594434,0.3481464495773053,STU_0263,Low Burnout,0,0,36.5,29.4,44.2,35.4,normal
2023-11-11,0.33843658023087897,0.27182146566097476,0.41356800974376645,0.347838000676611,STU_0263,Low Burnout,0,0,33.8,27.2,41.4,35.4,normal
2023-11-12,0.3546456486611483,0.2900324861741866,0.42353115289551474,0.3475295519404275,STU_0263,Low Burnout,0,0,35.5,29.0,42.4,35.4,normal
2023-11-13,0.3485440429876752,0.2758196889807088,0.41983568123822185,0.34722110320424404,STU_0263,Low Burnout,0,0,34.9,27.6,42.0,35.4,normal
2023-11-14,0.3479551985425702,0.27765016864950376,0.411262487928192,0.3469126544680605,STU_0263,Low Burnout,0,0,34.8,27.8,41.1,35.4,normal
2023-11-15,0.3412439816681779,0.26865033160443486,0.4102399967296097,0.34660420573187706,STU_0263,Low Burnout,0,0,34.1,26.9,41.0,35.4,normal
2023-11-16,0.3347595698084962,0.25989017812251847,0.4120954586095157,0.3462957569899307,STU_0263,Low Burnout,0,0,33.5,26.0,41.2,35.4,normal
2023-11-17,0.3628035593601706,0.28924353808387604,0.4386488928772551,0.34598730824798435,STU_0263,Low Burnout,0,0,36.3,28.9,43.9,35.4,normal
2023-11-18,0.33627743906030366,0.2671159618227162,0.4035815655887634,0.345678859506038,STU_0263,Low Burnout,0,0,33.6,26.7,40.4,35.4,normal
2023-11-19,0.35248650754226535,0.2837174951215532,0.4199304621799729,0.3453704108215037,STU_0263,Low Burnout,0,0,35.2,28.4,42.0,35.4,normal
2023-11-20,0.3463849019203334,0.27456557857488634,0.4134972736942382,0.34506196213696944,STU_0263,Low Burnout,0,0,34.6,27.5,41.3,35.4,normal
2023-11-21,0.34579605752691767,0.27822356881800886,0.4135722987885988,0.3447535134524351,STU_0263,Low Burnout,0,0,34.6,27.8,41.4,35.4,normal
2023-11-22,0.3390848407042149,0.264854100869077,0.4120385735418936,0.3444450647679008,STU_0263,Low Burnout,0,0,33.9,26.5,41.2,35.4,normal
2023-11-23,0.33260042893017266,0.26154299393299363,0.4020752065118325,0.34413661611155955,STU_0263,Low Burnout,0,0,33.3,26.2,40.2,35.4,normal
2023-11-24,0.3606444185674277,0.2921283816966967,0.4259371074429345,0.34382816745521827,STU_0263,Low Burnout,0,0,36.1,29.2,42.6,35.4,normal
2023-11-25,0.33411829835314033,0.2712995595829685,0.4091298903058344,0.343519718798877,STU_0263,Low Burnout,0,0,33.4,27.1,40.9,35.4,normal
2023-11-26,0.35032736682658333,0.28721015161415403,0.41895887079920363,0.34321127010587654,STU_0263,Low Burnout,0,0,35.0,28.7,41.9,35.4,normal
2023-11-27,0.34422576119625886,0.2738120389244864,0.4116491118879149,0.3429028214128761,STU_0263,Low Burnout,0,0,34.4,27.4,41.2,35.4,normal
2023-11-28,0.34363691679440866,0.27229855931721214,0.4136123960126754,0.3425943727198757,STU_0263,Low Burnout,0,0,34.4,27.2,41.4,35.4,normal
2023-11-29,0.3369256999632026,0.2606796941838751,0.402808553487591,0.34228592402687524,STU_0263,Low Burnout,0,0,33.7,26.1,40.3,35.4,normal
2023-11-30,0.3304412881589167,0.2505289247028135,0.407869596553965,0.341977475340256,STU_0263,Low Burnout,0,0,33.0,25.1,40.8,35.4,normal
2023-12-01,0.35848527776582656,0.2983069575267835,0.43089425169499973,0.34166902665363674,STU_0263,Low Burnout,0,0,35.8,29.8,43.1,35.4,normal
2023-12-02,0.3319591575213289,0.2731833170652581,0.4020922341834675,0.3413605779670175,STU_0263,Low Burnout,0,0,33.2,27.3,40.2,35.4,normal
2023-12-03,0.3481682260011459,0.2774363279958602,0.4230587119390006,0.34105212928039824,STU_0263,Low Burnout,0,0,34.8,27.7,42.3,35.4,normal
2023-12-04,0.3420666203771111,0.26787407161342003,0.4127242339762064,0.340743680593779,STU_0263,Low Burnout,0,0,34.2,26.8,41.3,35.4,normal
2023-12-05,0.3414777759815883,0.2643541295158834,0.41091017199477337,0.3404352319071598,STU_0263,Low Burnout,0,0,34.1,26.4,41.1,35.4,normal
2023-12-06,0.33476655915689585,0.2656904549477924,0.41086027193249536,0.3401267832205406,STU_0263,Low Burnout,0,0,33.5,26.6,41.1,35.4,normal
2023-12-07,0.3282821473525322,0.25306573164102797,0.3934152257778686,0.3398183345339213,STU_0263,Low Burnout,0,0,32.8,25.3,39.3,35.4,normal
2023-12-08,0.3563261369594972,0.2863300740068107,0.42843505856757436,0.339509885847302,STU_0263,Low Burnout,0,0,35.6,28.6,42.8,35.4,normal
2023-12-09,0.32980001671497516,0.26993508121373555,0.4040559117813251,0.3392014371606828,STU_0263,Low Burnout,0,0,33.0,27.0,40.4,35.4,normal
2023-12-10,0.3460090851948042,0.27894427987550785,0.41765527528574403,0.3388929884740636,STU_0263,Low Burnout,0,0,34.6,27.9,41.8,35.4,normal
2023-12-11,0.33990747957072576,0.2678820999275446,0.40929024707143496,0.33858453978744435,STU_0263,Low Burnout,0,0,34.0,26.8,40.9,35.4,normal
2023-12-12,0.3393186351753558,0.268477762475672,0.4183941172623998,0.33827609110082507,STU_0263,Low Burnout,0,0,33.9,26.8,41.8,35.4,normal
2023-12-13,0.3326074183505744,0.2567491830979511,0.3983460298988807,0.33796764241420585,STU_0263,Low Burnout,0,0,33.3,25.7,39.8,35.4,normal
2023-12-14,0.32612300654624515,0.25632984451680674,0.39659705870085643,0.3376591937275866,STU_0263,Low Burnout,0,0,32.6,25.6,39.7,35.4,normal
2023-12-15,0.35416699615315006,0.2840394118736514,0.427034152171326,0.33735074504096735,STU_0263,Low Burnout,0,0,35.4,28.4,42.7,35.4,normal
2023-12-16,0.3276408759086381,0.2605766389276092,0.40235237930363815,0.33704229635434807,STU_0263,Low Burnout,0,0,32.8,26.1,40.2,35.4,normal
2023-12-17,0.3438499443884411,0.2712158589121369,0.4102726192035278,0.33673384766772885,STU_0263,Low Burnout,0,0,34.4,27.1,41.0,35.4,normal
2023-12-18,0.33774833876447935,0.2672734221555389,0.40308722143041803,0.3364253989811096,STU_0263,Low Burnout,0,0,33.8,26.7,40.3,35.4,normal
2023-12-19,0.3371594943689167,0.26113769495264727,0.4131781910198473,0.3361169502944904,STU_0263,Low Burnout,0,0,33.7,26.1,41.3,35.4,normal
2023-12-20,0.33044827754418293,0.2587342841561432,0.396522768182454,0.3358085016078711,STU_0263,Low Burnout,0,0,33.0,25.9,39.7,35.4,normal
2023-12-21,0.32396386573990926,0.2519658836319314,0.39875866036808244,0.33550005292125185,STU_0263,Low Burnout,0,0,32.4,25.2,39.9,35.4,low
2023-12-22,0.3520078553468029,0.2844752302286824,0.4218565412721373,0.3351916042346326,STU_0263,Low Burnout,0,0,35.2,28.4,42.2,35.4,normal
2023-12-23,0.32548173510228445,0.2607725151696665,0.3950065762836386,0.3348831555480134,STU_0263,Low Burnout,0,0,32.5,26.1,39.5,35.4,low
2023-12-24,0.34169080358209936,0.26748535722406386,0.41787988958172223,0.3345747068613941,STU_0263,Low Burnout,0,0,34.2,26.7,41.8,35.4,normal
2023-12-25,0.33558919795809394,0.2708006411064946,0.4046590063608886,0.3342662581747749,STU_0263,Low Burnout,0,0,33.6,27.1,40.5,35.4,normal
2023-12-26,0.33500035356263236,0.2543394960311055,0.4009943316946813,0.3339578094881557,STU_0263,Low Burnout,0,0,33.5,25.4,40.1,35.4,normal
2023-12-27,0.3282891367378616,0.25731812694477063,0.39379018257947096,0.33364936080153645,STU_0263,Low Burnout,0,0,32.8,25.7,39.4,35.4,normal
2023-12-28,0.3218047249335184,0.24851662372779967,0.3850362754305434,0.3333409121149171,STU_0263,Low Burnout,0,0,32.2,24.9,38.5,35.4,low
2023-12-29,0.3498487145404913,0.27357358107926827,0.4208305237640469,0.3330324634282979,STU_0263,Low Burnout,0,0,35.0,27.4,42.1,35.4,normal
2023-09-01,0.28662455705475537,0.21809971198472822,0.35772169313969016,0.28436585754896665,STU_0367,Medium Burnout,0,0,28.7,21.8,35.8,27.5,normal
2023-09-02,0.28842321148817357,0.2139473620020397,0.3659629536511706,0.2841967113381836,STU_0367,Medium Burnout,0,0,28.8,21.4,36.6,27.5,normal
2023-09-03,0.2908904112333878,0.2178098086265229,0.36150659682811187,0.28402756512740046,STU_0367,Medium Burnout,0,0,29.1,21.8,36.2,27.5,normal
2023-09-04,0.2709076925640399,0.19827247787850721,0.340812532044119,0.2838584189166174,STU_0367,Medium Burnout,0,0,27.1,19.8,34.1,27.5,normal
2023-09-05,0.27692125872408613,0.20344673460962331,0.3455600815090036,0.2836892727058343,STU_0367,Medium Burnout,0,0,27.7,20.3,34.6,27.5,normal
2023-09-06,0.2957307261593659,0.21999773754010968,0.3726635344147708,0.2835201264976904,STU_0367,Medium Burnout,0,0,29.6,22.0,37.3,27.5,normal
2023-09-07,0.27751107520040386,0.21616923663341692,0.3526179879017218,0.2833509802895465,STU_0367,Medium Burnout,0,0,27.8,21.6,35.3,27.5,normal
2023-09-08,0.2854405335872017,0.20673457073057208,0.3607456500774471,0.2831818340814025,STU_0367,Medium Burnout,0,0,28.5,20.7,36.1,27.5,normal
2023-09-09,0.28723918801922793,0.21277274767647056,0.35885090198549346,0.2830126878692492,STU_0367,Medium Burnout,0,0,28.7,21.3,35.9,27.5,normal
2023-09-10,0.2897063877630622,0.22430318851447495,0.3627972855187787,0.28284354165709585,STU_0367,Medium Burnout,0,0,29.0,22.4,36.3,27.5,normal
2023-09-11,0.26972366909235607,0.19399610576505685,0.3449565892869252,0.28267439544494255,STU_0367,Medium Burnout,0,0,27.0,19.4,34.5,27.5,normal
2023-09-12,0.2757372352510845,0.19910029972043983,0.3520031396958406,0.28250524923278914,STU_0367,Medium Burnout,0,0,27.6,19.9,35.2,27.5,normal
2023-09-13,0.2945467026914374,0.22375241253822623,0.3651823767871176,0.28233610302975387,STU_0367,Medium Burnout,0,0,29.5,22.4,36.5,27.5,normal
2023-09-14,0.2763270517375771,0.19987070482285996,0.34774266409147386,0.2821669568267186,STU_0367,Medium Burnout,0,0,27.6,20.0,34.8,27.5,normal
2023-09-15,0.2842565101294877,0.2116273857508368,0.35581125309870915,0.28199781062368334,STU_0367,Medium Burnout,0,0,28.4,21.2,35.6,27.5,normal
2023-09-16,0.28605516457056807,0.2129954289210725,0.353798408910858,0.2818286644206125,STU_0367,Medium Burnout,0,0,28.6,21.3,35.4,27.5,normal
2023-09-17,0.28852236432348694,0.21229876009841323,0.36164415465012434,0.28165951821754165,STU_0367,Medium Burnout,0,0,28.9,21.2,36.2,27.5,normal
2023-09-18,0.2685396456619304,0.1890035668696599,0.34008713543080493,0.28149037201447086,STU_0367,Medium Burnout,0,0,26.9,18.9,34.0,27.5,normal
2023-09-19,0.2745532118296602,0.19624787207576141,0.3476213492897392,0.2813212258114,STU_0367,Medium Burnout,0,0,27.5,19.6,34.8,27.5,normal
2023-09-20,0.29336267926507315,0.21842681608110853,0.3631922216369836,0.2811520796034109,STU_0367,Medium Burnout,0,0,29.3,21.8,36.3,27.5,normal
2023-09-21,0.27514302830626813,0.19827604568471754,0.33967491774523595,0.2809829333954218,STU_0367,Medium Burnout,0,0,27.5,19.8,34.0,27.5,normal
2023-09-22,0.283072486693207,0.20782944507652565,0.3585523492826739,0.2808137871874327,STU_0367,Medium Burnout,0,0,28.3,20.8,35.9,27.5,normal
2023-09-23,0.2848711411199982,0.21182104931018253,0.3579453025722695,0.28064464097005387,STU_0367,Medium Burnout,0,0,28.5,21.2,35.8,27.5,normal
2023-09-24,0.28733834085859944,0.22015350277296003,0.3591646876122582,0.28047549475267514,STU_0367,Medium Burnout,0,0,28.7,22.0,35.9,27.5,normal
2023-09-25,0.2673556221827185,0.19265595822054793,0.3380340324025615,0.28030634853529635,STU_0367,Medium Burnout,0,0,26.7,19.3,33.8,27.5,normal
2023-09-26,0.27336918833622137,0.2034471813211629,0.341608963167098,0.28013720231791767,STU_0367,Medium Burnout,0,0,27.3,20.3,34.2,27.5,normal
2023-09-27,0.2921786557570696,0.2268632519753482,0.3613733804749452,0.2799680560954067,STU_0367,Medium Burnout,0,0,29.2,22.7,36.1,27.5,normal
2023-09-28,0.2739590047837299,0.2021363580232018,0.34126827178094415,0.27979890987289574,STU_0367,Medium Burnout,0,0,27.4,20.2,34.1,27.5,normal
2023-09-29,0.28188846315615906,0.20246077312602562,0.34989120990957906,0.2796297636503848,STU_0367,Medium Burnout,0,0,28.2,20.2,35.0,27.5,normal
2023-09-30,0.28368711758232235,0.1993056037859275,0.3565092858878138,0.27946061743234385,STU_0367,Medium Burnout,0,0,28.4,19.9,35.7,27.5,normal
2023-10-01,0.28615431732024194,0.21397717113012046,0.36288015932924467,0.2792914712143029,STU_0367,Medium Burnout,0,0,28.6,21.4,36.3,27.5,normal
2023-10-02,0.26617159864368856,0.19470164090020342,0.3403091870201648,0.279122324996262,STU_0367,Medium Burnout,0,0,26.6,19.5,34.0,27.5,normal
2023-10-03,0.27218516479656835,0.19535099718135301,0.3425731351679768,0.27895317877822107,STU_0367,Medium Burnout,0,0,27.2,19.5,34.3,27.5,normal
2023-10-04,0.29099463223385663,0.2230527390828958,0.35841629876681,0.278784032572215,STU_0367,Medium Burnout,0,0,29.1,22.3,35.8,27.5,normal
2023-10-05,0.272774981277031,0.20029103517735997,0.34568614920935037,0.27861488636620896,STU_0367,Medium Burnout,0,0,27.3,20.0,34.6,27.5,normal
2023-10-06,0.2807044396659876,0.21019766622590463,0.35662661380376076,0.2784457401602029,STU_0367,Medium Burnout,0,0,28.1,21.0,35.7,27.5,normal
2023-10-07,0.282503094104164,0.20500185379875388,0.3535906699845657,0.2782765939541968,STU_0367,Medium Burnout,0,0,28.3,20.5,35.4,27.5,normal
2023-10-08,0.2849702938662922,0.22137071218012047,0.3719394192069482,0.2781074477603032,STU_0367,Medium Burnout,0,0,28.5,22.1,37.2,27.5,normal
2023-10-09,0.2649875752138689,0.18910576076867835,0.3369622394994802,0.2779383015664097,STU_0367,Medium Burnout,0,0,26.5,18.9,33.7,27.5,normal
2023-10-10,0.2710011413908282,0.19536592806530165,0.35086345773821065,0.2777691553725161,STU_0367,Medium Burnout,0,0,27.1,19.5,35.1,27.5,normal
2023-10-11,0.2898106088244907,0.21984459260115005,0.3539730864632796,0.27760000916281186,STU_0367,Medium Burnout,0,0,29.0,22.0,35.4,27.5,normal
2023-10-12,0.2715909578639308,0.1965127779168249,0.34764251828017473,0.2774308629531076,STU_0367,Medium Burnout,0,0,27.2,19.7,34.8,27.5,normal
2023-10-13,0.27952041624915797,0.20448558364144825,0.35139737843766294,0.2772617167434033,STU_0367,Medium Burnout,0,0,28.0,20.4,35.1,27.5,normal
2023-10-14,0.28131907068365497,0.21264420287188385,0.3496758165899638,0.27709257053369907,STU_0367,Medium Burnout,0,0,28.1,21.3,35.0,27.5,normal
2023-10-15,0.2837862704447809,0.20619416154410566,0.35755646080952336,0.2769234243387772,STU_0367,Medium Burnout,0,0,28.4,20.6,35.8,27.5,normal
2023-10-16,0.2638035517913188,0.18674201713544963,0.33392818606033975,0.2767542781438553,STU_0367,Medium Burnout,0,0,26.4,18.7,33.4,27.5,normal
2023-10-17,0.26981711796728897,0.1978313988684904,0.34269581286624046,0.27658513194893336,STU_0367,Medium Burnout,0,0,27.0,19.8,34.3,27.5,normal
2023-10-18,0.2886265854185202,0.22274001718571446,0.3679143968187585,0.27641598575686255,STU_0367,Medium Burnout,0,0,28.9,22.3,36.8,27.5,normal
2023-10-19,0.27040693447563974,0.19453300858130398,0.3349046272777338,0.27624683956479174,STU_0367,Medium Burnout,0,0,27.0,19.5,33.5,27.5,normal
2023-10-20,0.278336392878486,0.20407411681041224,0.3515632126562808,0.27607769337272087,STU_0367,Medium Burnout,0,0,27.8,20.4,35.2,27.5,normal
2023-10-21,0.28013504733064015,0.2022652237297567,0.35063865260497745,0.27590854718065005,STU_0367,Medium Burnout,0,0,28.0,20.2,35.1,27.5,normal
2023-10-22,0.28260224709065973,0.21175847666512473,0.35469369985059324,0.27573940098471283,STU_0367,Medium Burnout,0,0,28.3,21.2,35.5,27.5,normal
2023-10-23,0.2626195284362436,0.18274664663749596,0.3346090897958634,0.27557025478877567,STU_0367,Medium Burnout,0,0,26.3,18.3,33.5,27.5,normal
2023-10-24,0.2686330946111259,0.19446758728175154,0.33787086592728643,0.27540110859283845,STU_0367,Medium Burnout,0,0,26.9,19.4,33.8,27.5,normal
